,predict,real,different
80000,-0.04203037619922023,0.0,0.04203037619922023
80001,1.41853280082855,0.0,1.41853280082855
80002,1.337190416418682,1.4,0.06280958358131783
80003,0.022666918852842954,1.4,1.377333081147157
80004,-0.2565597260646757,0.0,0.2565597260646757
80005,-0.004155074003864279,0.0,0.004155074003864279
80006,0.017418377545928454,2.0,1.9825816224540715
80007,2.2297238229937903,2.0,0.22972382299379035
80008,1.49824323760122,0.0,1.49824323760122
80009,1.540496555973947,0.0,1.540496555973947
80010,0.047945330281948806,0.0,0.047945330281948806
80011,1.5444246757679592,0.0,1.5444246757679592
80012,3.1599429627444984,4.22,1.0600570372555014
80013,3.270341035988998,4.22,0.9496589640110016
80014,1.2770248562070554,1.3,0.02297514379294463
80015,0.020901499216605203,1.3,1.2790985007833948
80016,1.949490122258542,2.02,0.07050987774145812
80017,0.007363740976834312,2.02,2.0126362590231657
80018,-0.16669048615176674,1.7,1.8666904861517666
80019,1.5841024670709414,1.7,0.11589753292905858
80020,0.02468056480990628,1.7,1.6753194351900937
80021,-0.021187972476149716,1.7,1.7211879724761496
80022,0.6376178335318522,0.0,0.6376178335318522
80023,-0.12419636408443235,0.0,0.12419636408443235
80024,1.572091174479813,0.0,1.572091174479813
80025,1.600312426759241,0.0,1.600312426759241
80026,1.5841925458610426,0.0,1.5841925458610426
80027,0.013843184971431643,0.0,0.013843184971431643
80028,-0.004647272312918069,4.72,4.724647272312918
80029,4.4163413979886865,4.72,0.30365860201131323
80030,1.3744926091735141,0.0,1.3744926091735141
80031,1.3813484687870423,0.0,1.3813484687870423
80032,-0.0064431071467099255,0.0,0.0064431071467099255
80033,0.01769240185121168,0.0,0.01769240185121168
80034,0.005650990965785141,0.0,0.005650990965785141
80035,0.01005582804350702,0.0,0.01005582804350702
80036,0.7335940294878581,0.0,0.7335940294878581
80037,0.7855589622358339,0.0,0.7855589622358339
80038,0.008816360052090803,1.23,1.2211836399479092
80039,0.007216255492179917,1.23,1.22278374450782
80040,-0.07729729039945547,0.0,0.07729729039945547
80041,-0.0820686010679419,0.0,0.0820686010679419
80042,-0.019897858082736253,0.0,0.019897858082736253
80043,1.6680975577466872,0.0,1.6680975577466872
80044,0.022765874852974523,0.0,0.022765874852974523
80045,-0.0401655460136847,2.49,2.5301655460136847
80046,-0.0035561177973538346,2.49,2.493556117797354
80047,-0.009367265799133717,0.0,0.009367265799133717
80048,0.8617577055498474,0.0,0.8617577055498474
80049,0.034682570571804704,1.1,1.0653174294281953
80050,-0.2222326007738208,1.1,1.322232600773821
80051,1.0584570558601119,1.1,0.04154294413988824
80052,1.0944455823356498,1.1,0.005554417664350275
80053,2.1628854956028305,0.0,2.1628854956028305
80054,2.105930192549827,0.0,2.105930192549827
80055,2.094682080292394,0.0,2.094682080292394
80056,-0.017128995880892894,0.0,0.017128995880892894
80057,-0.007748474676732897,1.0,1.007748474676733
80058,1.2188789832395184,1.0,0.21887898323951838
80059,0.006151443280880686,0.0,0.006151443280880686
80060,0.018862825857954846,0.0,0.018862825857954846
80061,2.1397554901634237,1.0,1.1397554901634237
80062,2.15751093783619,1.0,1.1575109378361899
80063,0.12156070713411349,2.0,1.8784392928658864
80064,0.005761167782711851,2.0,1.9942388322172881
80065,0.17894644698039056,0.0,0.17894644698039056
80066,8.098943200536027,0.0,8.098943200536027
80067,0.012254529796933311,0.0,0.012254529796933311
80068,0.9944976352800386,0.0,0.9944976352800386
80069,1.9503126384162888,3.0,1.0496873615837112
80070,0.03409113674209352,3.0,2.9659088632579067
80071,-0.058814007842796334,3.0,3.0588140078427966
80072,1.9678276477561605,3.0,1.0321723522438395
80073,0.006680455278967878,2.5,2.4933195447210323
80074,1.8850244476976892,2.5,0.6149755523023108
80075,1.8406335320850231,2.5,0.6593664679149769
80076,0.016141921148218885,2.5,2.4838580788517812
80077,0.023101384154803895,0.0,0.023101384154803895
80078,0.023475425106564196,0.0,0.023475425106564196
80079,1.349371422106497,1.4,0.050628577893502946
80080,-0.010042681536057474,1.4,1.4100426815360574
80081,-0.04415127839433097,1.5,1.544151278394331
80082,2.441744645779657,1.5,0.9417446457796572
80083,2.4889610856641013,1.5,0.9889610856641013
80084,2.476758921067681,1.5,0.976758921067681
80085,2.218390880884947,2.5,0.28160911911505293
80086,0.03182971935600376,2.5,2.4681702806439962
80087,3.6574293178393305,4.0,0.34257068216066955
80088,3.510573234780395,4.0,0.48942676521960493
80089,2.5291458670526605,0.0,2.5291458670526605
80090,2.5284804240998664,0.0,2.5284804240998664
80091,0.024985314969615202,0.0,0.024985314969615202
80092,0.029891469415083916,0.0,0.029891469415083916
80093,2.507541031298416,0.0,2.507541031298416
80094,0.0264864967714189,0.0,0.0264864967714189
80095,1.3525047600956273,1.1,0.25250476009562717
80096,1.3918564785428398,1.1,0.2918564785428397
80097,1.8925713163955873,2.45,0.5574286836044129
80098,0.02629751203727093,2.45,2.4237024879627294
80099,1.2194058219078905,0.0,1.2194058219078905
80100,0.0209521008381512,0.0,0.0209521008381512
80101,0.8745478901877171,0.0,0.8745478901877171
80102,0.015412415353171838,0.0,0.015412415353171838
80103,0.903116577634409,0.0,0.903116577634409
80104,-0.0005797013471706691,0.0,0.0005797013471706691
80105,0.8641242536136181,0.0,0.8641242536136181
80106,0.9043539938650998,0.0,0.9043539938650998
80107,0.07710057380667013,3.0,2.9228994261933297
80108,0.20851400856726815,3.0,2.7914859914327317
80109,1.385804239715845,1.46,0.07419576028415498
80110,1.4112734913768121,1.46,0.048726508623187836
80111,1.648540430874994,0.0,1.648540430874994
80112,1.1905941231856065,0.0,1.1905941231856065
80113,-0.03021830509352981,0.0,0.03021830509352981
80114,1.967677001166058,0.0,1.967677001166058
80115,0.020655896654139385,0.0,0.020655896654139385
80116,-0.014133211446139172,0.0,0.014133211446139172
80117,-0.009153239072676733,4.75,4.759153239072677
80118,3.6921862198007553,4.75,1.0578137801992447
80119,0.010031446466943407,4.46,4.449968553533057
80120,4.081165928494833,4.46,0.37883407150516657
80121,-0.007483846435986337,4.46,4.467483846435987
80122,4.093973401247599,4.46,0.3660265987524012
80123,1.593671952843831,0.0,1.593671952843831
80124,-0.023640011947259842,0.0,0.023640011947259842
80125,0.026039206900533962,0.0,0.026039206900533962
80126,0.0031794740744803818,0.0,0.0031794740744803818
80127,1.6512868561965268,3.0,1.3487131438034732
80128,1.7002453506330861,3.0,1.2997546493669139
80129,-0.02298388427185074,3.0,3.022983884271851
80130,1.7570879445719916,3.0,1.2429120554280084
80131,1.565492311000552,1.0,0.5654923110005521
80132,1.5745848983558544,1.0,0.5745848983558544
80133,0.017275630209810443,1.0,0.9827243697901895
80134,1.602362964580397,1.0,0.602362964580397
80135,0.004151496024533463,1.0,0.9958485039754665
80136,0.03522535803263849,1.0,0.9647746419673615
80137,1.0831800471498991,0.0,1.0831800471498991
80138,1.0852413042840163,0.0,1.0852413042840163
80139,1.3762820459747644,0.0,1.3762820459747644
80140,0.0074582283065065536,0.0,0.0074582283065065536
80141,-0.0093003564024424,1.0,1.0093003564024423
80142,-0.011148610824503535,1.0,1.0111486108245036
80143,1.3558648151531505,1.4,0.04413518484684942
80144,-0.010607200684600948,1.4,1.4106072006846009
80145,-0.0045154129734602064,2.79,2.7945154129734604
80146,1.9327254013480937,2.79,0.8572745986519064
80147,2.179143707478248,0.0,2.179143707478248
80148,2.1861535446228637,0.0,2.1861535446228637
80149,2.1668324146405813,0.0,2.1668324146405813
80150,2.1715948731876624,0.0,2.1715948731876624
80151,0.03270962282069409,0.0,0.03270962282069409
80152,1.2237536292195914,0.0,1.2237536292195914
80153,-0.15260307750071322,12.0,12.152603077500713
80154,12.636153010862891,12.0,0.6361530108628912
80155,12.05094694151207,12.0,0.0509469415120698
80156,0.1971214030731774,12.0,11.802878596926822
80157,-0.03522930938460034,0.0,0.03522930938460034
80158,2.053275790782338,0.0,2.053275790782338
80159,0.03685253172049032,0.0,0.03685253172049032
80160,0.008854041974966087,0.0,0.008854041974966087
80161,0.01402122954255667,0.0,0.01402122954255667
80162,2.6357794019791174,0.0,2.6357794019791174
80163,-0.02330145342767631,0.0,0.02330145342767631
80164,0.8046048826015454,0.0,0.8046048826015454
80165,-0.006814961398008634,1.0,1.0068149613980086
80166,1.252621601071409,1.0,0.2526216010714091
80167,0.012457951883546259,1.0,0.9875420481164537
80168,2.3696800094038766,1.0,1.3696800094038766
80169,0.007850109266183347,0.0,0.007850109266183347
80170,1.0508573801542278,0.0,1.0508573801542278
80171,0.00013635305534465125,0.0,0.00013635305534465125
80172,0.025038748386685183,0.0,0.025038748386685183
80173,-0.012389657194669113,0.0,0.012389657194669113
80174,0.01108986977994797,0.0,0.01108986977994797
80175,1.5291446222927825,0.0,1.5291446222927825
80176,0.08221842566452414,0.0,0.08221842566452414
80177,2.471322398341711,1.0,1.471322398341711
80178,2.5452038756106066,1.0,1.5452038756106066
80179,0.007246544707325242,1.0,0.9927534552926748
80180,1.2044949233426812,1.0,0.20449492334268116
80181,0.9600435287367063,1.0,0.039956471263293714
80182,-0.003377042582550871,1.0,1.0033770425825508
80183,0.9943755589334815,1.5,0.5056244410665185
80184,0.9914616025696124,1.5,0.5085383974303876
80185,1.653289826289016,0.0,1.653289826289016
80186,0.07064876798216826,0.0,0.07064876798216826
80187,0.010653638327158576,0.0,0.010653638327158576
80188,0.9274192009251878,0.0,0.9274192009251878
80189,-0.1348165521270368,1.5,1.6348165521270368
80190,-0.020793394133812315,1.5,1.5207933941338123
80191,0.046914869559462044,0.04,0.006914869559462043
80192,0.04380847349032421,0.04,0.0038084734903242115
80193,0.002230813773632212,2.0,1.9977691862263678
80194,2.5611250412134616,2.0,0.5611250412134616
80195,0.047995652284088086,2.0,1.952004347715912
80196,0.04561689748026443,2.0,1.9543831025197356
80197,3.3945838755410076,0.0,3.3945838755410076
80198,0.0019689375883864546,0.0,0.0019689375883864546
80199,0.0001524932588461425,0.0,0.0001524932588461425
80200,0.10380057407035814,0.0,0.10380057407035814
80201,0.010419790509207716,1.2,1.1895802094907921
80202,1.1773899523222253,1.2,0.022610047677774636
80203,-0.022442987366418164,2.6,2.6224429873664183
80204,2.3922395286677856,2.6,0.20776047133221454
80205,0.016522463346113004,2.6,2.583477536653887
80206,2.356237746248798,2.6,0.24376225375120208
80207,1.8510775027101134,2.0,0.1489224972898866
80208,1.9294235393217591,2.0,0.07057646067824086
80209,-0.13421104714018028,0.0,0.13421104714018028
80210,-0.03080178469062833,0.0,0.03080178469062833
80211,-0.047052572838345075,0.0,0.047052572838345075
80212,2.2914807074956194,0.0,2.2914807074956194
80213,2.2620728491751816,0.0,2.2620728491751816
80214,0.0013294390609529527,0.0,0.0013294390609529527
80215,1.3941759172556734,0.0,1.3941759172556734
80216,0.008680673397024163,0.0,0.008680673397024163
80217,0.07831767151203595,2.0,1.921682328487964
80218,0.03590945702420267,2.0,1.9640905429757973
80219,-0.011983690396608404,0.0,0.011983690396608404
80220,1.669599334476952,0.0,1.669599334476952
80221,-0.03128306577641554,1.62,1.6512830657764157
80222,-0.006351329782170757,1.62,1.6263513297821708
80223,0.9100439336266843,0.0,0.9100439336266843
80224,0.9342514118340657,0.0,0.9342514118340657
80225,-0.005069207259412067,2.0,2.005069207259412
80226,0.007610567460593742,2.0,1.9923894325394063
80227,5.526165892997176,0.0,5.526165892997176
80228,0.026107767267461047,0.0,0.026107767267461047
80229,0.13668242368617278,0.0,0.13668242368617278
80230,5.557363395297033,0.0,5.557363395297033
80231,1.1095574115315137,1.0,0.10955741153151366
80232,0.01602548960560952,1.0,0.9839745103943904
80233,-0.0027690656334858413,2.12,2.122769065633486
80234,-0.07408411264852152,2.12,2.1940841126485218
80235,6.181451237329628,0.0,6.181451237329628
80236,6.551768066254423,0.0,6.551768066254423
80237,6.37496366777992,0.0,6.37496366777992
80238,6.45575531784857,0.0,6.45575531784857
80239,0.04187455077286931,2.5,2.4581254492271305
80240,0.0646084714321094,2.5,2.4353915285678904
80241,2.9547948349311293,2.5,0.45479483493112927
80242,-0.06507228186465407,2.5,2.565072281864654
80243,0.02056660346352226,0.0,0.02056660346352226
80244,3.0439185042098984,0.0,3.0439185042098984
80245,3.111702641400176,0.0,3.111702641400176
80246,0.05691566352472606,0.0,0.05691566352472606
80247,1.0724389194009165,0.0,1.0724389194009165
80248,-0.01818943407377782,0.0,0.01818943407377782
80249,2.0164555591057605,0.0,2.0164555591057605
80250,0.013716037854703477,0.0,0.013716037854703477
80251,-0.0014239714941774561,0.0,0.0014239714941774561
80252,-0.11430432905839555,1.7,1.8143043290583956
80253,-0.06092721329303983,1.7,1.7609272132930398
80254,1.5386252662644821,1.7,0.1613747337355178
80255,1.5297988169361985,1.7,0.1702011830638015
80256,0.7037795407647893,0.0,0.7037795407647893
80257,0.6716241469455295,0.0,0.6716241469455295
80258,0.0721485234523401,0.0,0.0721485234523401
80259,1.3361273189894904,0.0,1.3361273189894904
80260,0.02057595553019844,0.0,0.02057595553019844
80261,1.333606950933713,0.0,1.333606950933713
80262,0.9641802212502453,1.0,0.03581977874975473
80263,0.019764745743716783,1.0,0.9802352542562832
80264,0.766690656168838,0.0,0.766690656168838
80265,-0.003740956378547322,0.0,0.003740956378547322
80266,2.5799026994563983,2.0,0.5799026994563983
80267,2.5650441874479473,2.0,0.5650441874479473
80268,1.9528721918208702,2.0,0.04712780817912976
80269,2.0064923353594253,2.0,0.006492335359425283
80270,1.4473480073964486,0.0,1.4473480073964486
80271,1.4614105706814349,0.0,1.4614105706814349
80272,0.01942877356444228,0.0,0.01942877356444228
80273,-0.026408398268629063,0.0,0.026408398268629063
80274,3.4213618495068614,3.56,0.13863815049313866
80275,-0.003186352016825098,3.56,3.563186352016825
80276,0.03256168851765355,3.56,3.5274383114823467
80277,-0.08990668136577885,3.56,3.649906681365779
80278,0.00461973754818974,0.0,0.00461973754818974
80279,0.005357847774511581,0.0,0.005357847774511581
80280,1.3780451931345554,1.1,0.27804519313455534
80281,1.3656080752271944,1.1,0.2656080752271943
80282,2.201719230929843,2.0,0.201719230929843
80283,2.2859282176666413,2.0,0.28592821766664134
80284,1.0435425493992787,1.0,0.04354254939927871
80285,-0.03742774225127965,1.0,1.0374277422512796
80286,2.214524473389412,1.3,0.914524473389412
80287,2.2483109796720684,1.3,0.9483109796720683
80288,0.00018065238834152897,0.0,0.00018065238834152897
80289,1.4855677012536561,0.0,1.4855677012536561
80290,2.0587233439242207,0.0,2.0587233439242207
80291,-0.008321410873129431,0.0,0.008321410873129431
80292,-0.004224428194229857,2.0,2.00422442819423
80293,-0.04518317205116351,2.0,2.0451831720511633
80294,0.061006134792927984,3.6,3.5389938652070723
80295,3.3475677451892065,3.6,0.25243225481079357
80296,0.08000873169974482,3.6,3.5199912683002554
80297,0.030381210343889034,3.6,3.569618789656111
80298,7.756554465123283,6.0,1.7565544651232834
80299,7.5243562898558345,6.0,1.5243562898558345
80300,-0.30638969731342386,6.0,6.306389697313424
80301,7.587096878703202,6.0,1.5870968787032016
80302,2.7434023929060283,3.5,0.7565976070939717
80303,2.8121540252315977,3.5,0.6878459747684023
80304,4.548415248177447,6.08,1.5315847518225532
80305,0.10558303663543842,6.08,5.974416963364562
80306,0.7669842612354472,0.0,0.7669842612354472
80307,0.7252430502377027,0.0,0.7252430502377027
80308,-0.007898207924107614,1.25,1.2578982079241077
80309,1.0182762438968922,1.25,0.2317237561031078
80310,0.0035137501867356755,1.2,1.1964862498132642
80311,1.643341917462861,1.2,0.443341917462861
80312,2.66823668725662,2.0,0.6682366872566199
80313,0.07595360050553923,2.0,1.9240463994944608
80314,1.2843843749964667,1.4,0.11561562500353317
80315,0.06877651108423827,0.0,0.06877651108423827
80316,2.525091359350448,0.0,2.525091359350448
80317,6.309524963538678,0.0,6.309524963538678
80318,6.266372095206517,0.0,6.266372095206517
80319,6.344173804114178,0.0,6.344173804114178
80320,-0.2543758338133602,0.0,0.2543758338133602
80321,0.008830406127655961,2.67,2.661169593872344
80322,2.0185358247274,2.67,0.6514641752725998
80323,2.7785603919448425,3.02,0.24143960805515752
80324,0.005758585836894908,3.02,3.0142414141631053
80325,-0.018630443209816994,0.0,0.018630443209816994
80326,2.454630081827044,0.0,2.454630081827044
80327,1.257506664103809,0.0,1.257506664103809
80328,1.2856478738137063,0.0,1.2856478738137063
80329,2.1252139581187657,2.28,0.15478604188123413
80330,0.006387680468683939,2.28,2.273612319531316
80331,0.02078924585233899,0.0,0.02078924585233899
80332,0.03166095941695146,0.0,0.03166095941695146
80333,-0.007903082773283509,0.0,0.007903082773283509
80334,-0.011224258910275342,0.0,0.011224258910275342
80335,1.0577529932116627,0.0,1.0577529932116627
80336,1.0668808987525145,0.0,1.0668808987525145
80337,7.6475805561573145,8.1,0.4524194438426852
80338,7.7820385633728275,8.1,0.31796143662717213
80339,7.4430521310017985,8.1,0.6569478689982011
80340,0.08110300507134431,8.1,8.018896994928655
80341,0.011641666886547108,0.0,0.011641666886547108
80342,0.7273326492960275,0.0,0.7273326492960275
80343,0.0897400751212051,0.0,0.0897400751212051
80344,-0.010093035073031276,0.0,0.010093035073031276
80345,2.1250687352334037,0.0,2.1250687352334037
80346,-0.02257127412018045,0.0,0.02257127412018045
80347,0.013219661399475457,0.0,0.013219661399475457
80348,1.0213901149561873,0.0,1.0213901149561873
80349,0.07255125934878992,0.0,0.07255125934878992
80350,5.124125642259618,0.0,5.124125642259618
80351,0.043172101171472854,0.0,0.043172101171472854
80352,4.6123807343813406,0.0,4.6123807343813406
80353,1.611271799419863,1.5,0.1112717994198631
80354,1.6591307646314521,1.5,0.15913076463145215
80355,0.9411597056001355,0.0,0.9411597056001355
80356,0.8924803090541353,0.0,0.8924803090541353
80357,-0.02984258128320394,1.6,1.629842581283204
